species,year,mean_gsv_scaled
Alopias vulpinus,2015,11.141739687692302
Alopias vulpinus,2016,100
Alopias vulpinus,2017,4.256070873668273
Alopias vulpinus,2018,7.968900173366304
Alopias vulpinus,2019,13.794672346584658
Alopias vulpinus,2020,11.265577816988255
Alopias vulpinus,2021,11.584928808436697
Alopias vulpinus,2022,13.914498374541312
Alopias vulpinus,2023,9.037472932222594
Alopias vulpinus,2024,15.057253933328004
Alosa algeriensis,2013,35.089757545578536
Alosa algeriensis,2014,0
Alosa algeriensis,2015,100
Alosa algeriensis,2016,42.888073790245365
Alosa algeriensis,2017,14.851890933931983
Alosa algeriensis,2018,57.35984312087999
Alosa algeriensis,2019,37.84733294763286
Alosa algeriensis,2020,0
Alosa algeriensis,2021,0
Alosa algeriensis,2022,0
Alosa algeriensis,2023,27.197914017443487
Alosa algeriensis,2024,0
Alosa alosa,2013,46.91251211822294
Alosa alosa,2014,44.740142530814694
Alosa alosa,2015,40.95366933534175
Alosa alosa,2016,26.54768862302307
Alosa alosa,2017,0.14122185726436717
Alosa alosa,2018,2.4731745498321587
Alosa alosa,2019,24.071697901279542
Alosa alosa,2020,54.49517967255764
Alosa alosa,2021,61.028059654719925
Alosa alosa,2022,62.63990022999977
Alosa alosa,2023,100
Alosa alosa,2024,75.80596876114124
Alosa fallax,2013,16.18686346690397
Alosa fallax,2014,36.89079544181207
Alosa fallax,2015,16.588215830845318
Alosa fallax,2016,19.207652751915347
Alosa fallax,2017,23.24458748381689
Alosa fallax,2018,36.05962056540499
Alosa fallax,2019,96.07142217030896
Alosa fallax,2020,100
Alosa fallax,2021,58.45918455981849
Alosa fallax,2022,59.305443542875935
Alosa fallax,2023,57.58326516250636
Alosa fallax,2024,44.10541604049663
Aluterus monoceros,2013,36.42307569803342
Aluterus monoceros,2014,0
Aluterus monoceros,2015,5.215637742937369
Aluterus monoceros,2016,0.48144296967159783
Aluterus monoceros,2017,0
Aluterus monoceros,2018,100
Aluterus monoceros,2019,1.419101532775181
Aluterus monoceros,2020,19.44102920887093
Aluterus monoceros,2021,16.583045788446785
Aluterus monoceros,2022,0
Aluterus monoceros,2023,0
Aluterus monoceros,2024,62.35463735637295
Ammodytes tobianus,2013,7.269599760771422
Ammodytes tobianus,2014,58.95176429376113
Ammodytes tobianus,2015,12.824100765605916
Ammodytes tobianus,2016,8.232023104580838
Ammodytes tobianus,2017,31.813132345139106
Ammodytes tobianus,2018,14.407239063613092
Ammodytes tobianus,2019,18.201916874003356
Ammodytes tobianus,2020,15.639242528680922
Ammodytes tobianus,2021,27.42495627470006
Ammodytes tobianus,2022,40.965656934568905
Ammodytes tobianus,2023,34.279889333444814
Ammodytes tobianus,2024,100
Anarchias euryurus,2013,0
Anarchias euryurus,2014,100
Anarchias euryurus,2015,11.592319993548816
Anarchias euryurus,2016,4.913744191151788
Anarchias euryurus,2017,27.56886810969825
Anarchias euryurus,2018,13.495956010862376
Anarchias euryurus,2019,0
Anarchias euryurus,2020,0
Anarchias euryurus,2021,13.470570557818808
Anarchias euryurus,2022,0.9400970240175712
Anarchias euryurus,2023,1.5290235955382387
Anarchias euryurus,2024,0.3727946012824253
Anarhichas lupus,2013,17.390597377006
Anarhichas lupus,2014,26.135128030934496
Anarhichas lupus,2015,34.351499559221956
Anarhichas lupus,2016,33.367116570461675
Anarhichas lupus,2017,8.518968068237829
Anarhichas lupus,2018,29.610234646984907
Anarhichas lupus,2019,79.97626511480966
Anarhichas lupus,2020,100
Anarhichas lupus,2021,91.79650470865629
Anarhichas lupus,2022,74.49431632207991
Anarhichas lupus,2023,81.22334482626545
Anarhichas lupus,2024,60.59675365453201
Anguilla anguilla,2013,43.820676942176604
Anguilla anguilla,2014,47.905686758763224
Anguilla anguilla,2015,46.145958807430446
Anguilla anguilla,2016,47.44762753470605
Anguilla anguilla,2017,43.43622327434096
Anguilla anguilla,2018,53.355536543430404
Anguilla anguilla,2019,100
Anguilla anguilla,2020,90.5413343536068
Anguilla anguilla,2021,96.58604811611696
Anguilla anguilla,2022,92.42604695097666
Anguilla anguilla,2023,91.02422707662853
Anguilla anguilla,2024,70.7391723494997
Anguilla japonica,2013,13.503621983042875
Anguilla japonica,2014,0.09397155317102063
Anguilla japonica,2015,100
Anguilla japonica,2016,0.10876346924323511
Anguilla japonica,2017,29.983647000589826
Anguilla japonica,2018,0
Anguilla japonica,2019,3.8762252643016892
Anguilla japonica,2020,0
Anguilla japonica,2021,1.1621993729769133
Anguilla japonica,2022,0.6342681066324373
Anguilla japonica,2023,0.3906518376859404
Anguilla japonica,2024,0.7016059474550383
Anthias anthias,2013,7.45313764064315
Anthias anthias,2014,3.4414438767823343
Anthias anthias,2015,12.832173285316737
Anthias anthias,2016,39.9490508660971
Anthias anthias,2017,1.2086838912639322
Anthias anthias,2018,0.8626805410564504
Anthias anthias,2019,0
Anthias anthias,2020,7.87641470946627
Anthias anthias,2021,100
Anthias anthias,2022,27.428518057584263
Anthias anthias,2023,0
Anthias anthias,2024,0
Aphaniops dispar,2013,0
Aphaniops dispar,2014,29.665314317651987
Aphaniops dispar,2015,100
Aphaniops dispar,2016,0
Aphaniops dispar,2017,2.427916308974755
Aphaniops dispar,2018,0
Aphaniops dispar,2019,13.11491447941494
Aphaniops dispar,2020,13.497995535205245
Aphaniops dispar,2021,1.197762357466942
Aphaniops dispar,2022,0
Aphaniops dispar,2023,51.529189012784414
Aphaniops dispar,2024,0
Aphanius fasciatus,2013,100
Aphanius fasciatus,2014,57.27714248994897
Aphanius fasciatus,2015,26.862385446991517
Aphanius fasciatus,2016,75.97125549538622
Aphanius fasciatus,2017,5.261660543407954
Aphanius fasciatus,2018,0
Aphanius fasciatus,2019,0
Aphanius fasciatus,2020,6.7792135779986324
Aphanius fasciatus,2021,3.839509161638083
Aphanius fasciatus,2022,1.3409157743593514
Aphanius fasciatus,2023,3.419735571076953
Aphanius fasciatus,2024,27.039738275237436
Aphia minuta,2013,76.0768982463812
Aphia minuta,2014,74.1728637612796
Aphia minuta,2015,85.74750158381575
Aphia minuta,2016,100
Aphia minuta,2017,39.77544542644649
Aphia minuta,2018,32.548220337745285
Aphia minuta,2019,45.94625754505692
Aphia minuta,2020,52.57744604020223
Aphia minuta,2021,41.64415312484552
Aphia minuta,2022,59.53637499893548
Aphia minuta,2023,41.332648956739675
Aphia minuta,2024,42.825887490176974
Apletodon dentatus,2013,0
Apletodon dentatus,2014,0
Apletodon dentatus,2015,62.25674003917386
Apletodon dentatus,2016,0
Apletodon dentatus,2017,38.224980881508095
Apletodon dentatus,2018,24.741197894246035
Apletodon dentatus,2019,40.34556292316253
Apletodon dentatus,2020,15.276391883604845
Apletodon dentatus,2021,16.637372853887523
Apletodon dentatus,2022,54.09222090185308
Apletodon dentatus,2023,0
Apletodon dentatus,2024,100
Apletodon incognitus,2013,0
Apletodon incognitus,2014,8.209368516486334
Apletodon incognitus,2015,22.163050719676807
Apletodon incognitus,2016,0
Apletodon incognitus,2017,14.775511804408891
Apletodon incognitus,2018,30.117430685937418
Apletodon incognitus,2019,0
Apletodon incognitus,2020,3.0194204970940715
Apletodon incognitus,2021,0.7207279113589837
Apletodon incognitus,2022,0
Apletodon incognitus,2023,100
Apletodon incognitus,2024,0
Apogon imberbis,2013,100
Apogon imberbis,2014,3.06825936548727
Apogon imberbis,2015,37.28304807814187
Apogon imberbis,2016,1.930662876996892
Apogon imberbis,2017,0.4235141572634448
Apogon imberbis,2018,34.066323622485776
Apogon imberbis,2019,7.58572712353477
Apogon imberbis,2020,1.0713186974348219
Apogon imberbis,2021,0.32393534576592253
Apogon imberbis,2022,0.8484460557067802
Apogon imberbis,2023,13.670890920931855
Apogon imberbis,2024,32.781190961831506
Apogonichthyoides nigripinnis,2013,1.4562722374838257
Apogonichthyoides nigripinnis,2014,83.06545596546681
Apogonichthyoides nigripinnis,2015,46.697279868228584
Apogonichthyoides nigripinnis,2016,79.04858294477447
Apogonichthyoides nigripinnis,2017,0
Apogonichthyoides nigripinnis,2018,23.24967291193071
Apogonichthyoides nigripinnis,2019,4.150246221754929
Apogonichthyoides nigripinnis,2020,31.98050235069315
Apogonichthyoides nigripinnis,2021,33.353838080836006
Apogonichthyoides nigripinnis,2022,8.10613459208532
Apogonichthyoides nigripinnis,2023,100
Apogonichthyoides nigripinnis,2024,0
Apogonichthyoides pharaonis,2013,100
Apogonichthyoides pharaonis,2014,0
Apogonichthyoides pharaonis,2015,0
Apogonichthyoides pharaonis,2016,6.440836199962257
Apogonichthyoides pharaonis,2017,0
Apogonichthyoides pharaonis,2018,47.831477355094464
Apogonichthyoides pharaonis,2019,0.6017404418390604
Apogonichthyoides pharaonis,2020,0.9595364948897465
Apogonichthyoides pharaonis,2021,0
Apogonichthyoides pharaonis,2022,20.422734206268984
Apogonichthyoides pharaonis,2023,0
Apogonichthyoides pharaonis,2024,40.91145681486806
Apogonichthyoides taeniatus,2013,72.14075312285443
Apogonichthyoides taeniatus,2014,0
Apogonichthyoides taeniatus,2015,14.996184768307682
Apogonichthyoides taeniatus,2016,22.905996957669814
Apogonichthyoides taeniatus,2017,67.25716166402282
Apogonichthyoides taeniatus,2018,45.34394819520775
Apogonichthyoides taeniatus,2019,5.813494951312767
Apogonichthyoides taeniatus,2020,0
Apogonichthyoides taeniatus,2021,60.421801848432864
Apogonichthyoides taeniatus,2022,100
Apogonichthyoides taeniatus,2023,15.59949425428332
Apogonichthyoides taeniatus,2024,1.544543197100467
Apterichtus anguiformis,2013,0.9601293826322639
Apterichtus anguiformis,2014,0
Apterichtus anguiformis,2015,1.8627949212189643
Apterichtus anguiformis,2016,1.690095217585768
Apterichtus anguiformis,2017,100
Apterichtus anguiformis,2018,0
Apterichtus anguiformis,2019,2.2221766406844883
Apterichtus anguiformis,2020,2.7159687372219694
Apterichtus anguiformis,2021,0
Apterichtus anguiformis,2022,1.3380976443557513
Apterichtus anguiformis,2023,3.0195903184861126
Apterichtus anguiformis,2024,3.028248346171992
Apterichtus caecus,2013,9.423525648987118
Apterichtus caecus,2014,0
Apterichtus caecus,2015,100
Apterichtus caecus,2016,14.95630094473586
Apterichtus caecus,2017,0
Apterichtus caecus,2018,33.62623713022277
Apterichtus caecus,2019,0
Apterichtus caecus,2020,16.85575143164933
Apterichtus caecus,2021,8.110061487116383
Apterichtus caecus,2022,0.68499019854398
Apterichtus caecus,2023,49.972603356448694
Apterichtus caecus,2024,29.57224917842695
Arctozenus risso,2013,4.280935115649336
Arctozenus risso,2014,17.329516427813772
Arctozenus risso,2015,5.115849507099327
Arctozenus risso,2016,41.72009880863656
Arctozenus risso,2017,5.228668813481377
Arctozenus risso,2018,10.3242070178082
Arctozenus risso,2019,22.468612148007967
Arctozenus risso,2020,0
Arctozenus risso,2021,100
Arctozenus risso,2022,0.8909102878441224
Arctozenus risso,2023,12.33325388899951
Arctozenus risso,2024,0.5089786448170883
Argentina sphyraena,2013,0
Argentina sphyraena,2014,0
Argentina sphyraena,2015,8.960910906664465
Argentina sphyraena,2016,35.076690699695284
Argentina sphyraena,2017,21.752084734800455
Argentina sphyraena,2018,0
Argentina sphyraena,2019,41.6056556656108
Argentina sphyraena,2020,77.64082452770009
Argentina sphyraena,2021,46.263037127176574
Argentina sphyraena,2022,6.014339256246172
Argentina sphyraena,2023,43.707078871071545
Argentina sphyraena,2024,100
Argyropelecus hemigymnus,2013,1.7169126333663458
Argyropelecus hemigymnus,2014,0.09473483464526988
Argyropelecus hemigymnus,2015,2.6033117534618824
Argyropelecus hemigymnus,2016,5.835083605351821
Argyropelecus hemigymnus,2017,5.742479167921444
Argyropelecus hemigymnus,2018,100
Argyropelecus hemigymnus,2019,0
Argyropelecus hemigymnus,2020,0.6055410599514272
Argyropelecus hemigymnus,2021,0.47646180925000586
Argyropelecus hemigymnus,2022,0.05319339116355196
Argyropelecus hemigymnus,2023,0.06252127886981115
Argyropelecus hemigymnus,2024,3.7379836566277698
Argyropelecus olfersii,2013,49.36363645904642
Argyropelecus olfersii,2014,1.774939791567802
Argyropelecus olfersii,2015,0
Argyropelecus olfersii,2016,65.61471862529106
Argyropelecus olfersii,2017,7.461698421908992
Argyropelecus olfersii,2018,0
Argyropelecus olfersii,2019,58.447349487516476
Argyropelecus olfersii,2020,8.936323355832549
Argyropelecus olfersii,2021,100
Argyropelecus olfersii,2022,1.9221626788985986
Argyropelecus olfersii,2023,0
Argyropelecus olfersii,2024,0
Argyrosomus regius,2013,5.938142738738981
Argyrosomus regius,2014,7.185493319232234
Argyrosomus regius,2015,6.949204582833726
Argyrosomus regius,2016,12.458118548924608
Argyrosomus regius,2017,16.898324760958637
Argyrosomus regius,2018,17.47847022541642
Argyrosomus regius,2019,27.46586956348553
Argyrosomus regius,2020,26.262888114762674
Argyrosomus regius,2021,34.01705199221632
Argyrosomus regius,2022,100
Argyrosomus regius,2023,63.72588013620026
Argyrosomus regius,2024,60.371547195845174
Ariosoma balearicum,2013,5.893744230958501
Ariosoma balearicum,2014,0
Ariosoma balearicum,2015,0
Ariosoma balearicum,2016,100
Ariosoma balearicum,2017,0
Ariosoma balearicum,2018,0
Ariosoma balearicum,2019,0
Ariosoma balearicum,2020,25.42839429906144
Ariosoma balearicum,2021,0.7651090474869913
Ariosoma balearicum,2022,7.560321535391139
Ariosoma balearicum,2023,0
Ariosoma balearicum,2024,37.45475104715577
Arnoglossus grohmanni,2013,100
Arnoglossus grohmanni,2014,5.31190811352054
Arnoglossus grohmanni,2015,0
Arnoglossus grohmanni,2016,1.2338768705390741
Arnoglossus grohmanni,2017,0
Arnoglossus grohmanni,2018,4.852462219499759
Arnoglossus grohmanni,2019,0
Arnoglossus grohmanni,2020,0
Arnoglossus grohmanni,2021,7.713317149299403
Arnoglossus grohmanni,2022,2.061571053558637
Arnoglossus grohmanni,2023,93.82203983774558
Arnoglossus grohmanni,2024,11.898542939993357
Arnoglossus imperialis,2013,0.48821496148216065
Arnoglossus imperialis,2014,58.15526810667154
Arnoglossus imperialis,2015,0.3432634328089154
Arnoglossus imperialis,2016,7.986036345794295
Arnoglossus imperialis,2017,0
Arnoglossus imperialis,2018,100
Arnoglossus imperialis,2019,0
Arnoglossus imperialis,2020,4.506973100192947
Arnoglossus imperialis,2021,3.2603708742073363
Arnoglossus imperialis,2022,9.804217624361547
Arnoglossus imperialis,2023,0
Arnoglossus imperialis,2024,2.864044424163969
Arnoglossus kessleri,2013,0
Arnoglossus kessleri,2014,0.4687998471175386
Arnoglossus kessleri,2015,0.4697751454180594
Arnoglossus kessleri,2016,100
Arnoglossus kessleri,2017,0
Arnoglossus kessleri,2018,0
Arnoglossus kessleri,2019,2.2843563104293465
Arnoglossus kessleri,2020,34.01301270191987
Arnoglossus kessleri,2021,19.243114407408243
Arnoglossus kessleri,2022,23.94494630933404
Arnoglossus kessleri,2023,22.84866377671938
Arnoglossus kessleri,2024,0
Arnoglossus laterna,2013,0.6732402885763769
Arnoglossus laterna,2014,100
Arnoglossus laterna,2015,0
Arnoglossus laterna,2016,1.4035345353082815
Arnoglossus laterna,2017,14.56280440046574
Arnoglossus laterna,2018,1.1204691006793843
Arnoglossus laterna,2019,1.4493871788898693
Arnoglossus laterna,2020,9.712799978924934
Arnoglossus laterna,2021,4.553659896669873
Arnoglossus laterna,2022,6.988836394591935
Arnoglossus laterna,2023,5.431002611318806
Arnoglossus laterna,2024,5.875741464657788
Arnoglossus rueppelii,2013,0
Arnoglossus rueppelii,2014,84.66294305982944
Arnoglossus rueppelii,2015,9.716218464713382
Arnoglossus rueppelii,2016,3.5029649804064227
Arnoglossus rueppelii,2017,0.598523503517843
Arnoglossus rueppelii,2018,4.5224876505462985
Arnoglossus rueppelii,2019,100
Arnoglossus rueppelii,2020,0
Arnoglossus rueppelii,2021,0
Arnoglossus rueppelii,2022,2.203882938140617
Arnoglossus rueppelii,2023,43.04810747054122
Arnoglossus rueppelii,2024,21.35095550239804
Arnoglossus thori,2013,0
Arnoglossus thori,2014,0
Arnoglossus thori,2015,0
Arnoglossus thori,2016,0.04436449447240391
Arnoglossus thori,2017,4.702439889704561
Arnoglossus thori,2018,100
Arnoglossus thori,2019,0.5667911209189821
Arnoglossus thori,2020,5.511982661326286
Arnoglossus thori,2021,1.8293382512237801
Arnoglossus thori,2022,0.32570023825049
Arnoglossus thori,2023,1.9204613882956085
Arnoglossus thori,2024,0
Arothron hispidus,2013,0
Arothron hispidus,2014,1.21018620606388
Arothron hispidus,2015,0
Arothron hispidus,2016,9.925001115690069
Arothron hispidus,2017,29.670814115622264
Arothron hispidus,2018,14.625890527169997
Arothron hispidus,2019,100
Arothron hispidus,2020,0
Arothron hispidus,2021,0
Arothron hispidus,2022,67.98171242153128
Arothron hispidus,2023,9.014015961634092
Arothron hispidus,2024,0.7651338953699864
Atherina boyeri,2013,0.8818018466356767
Atherina boyeri,2014,1.275460607153065
Atherina boyeri,2015,1.2287877750618663
Atherina boyeri,2016,1.1689759894672949
Atherina boyeri,2017,1.4049845405513552
Atherina boyeri,2018,27.142600541658357
Atherina boyeri,2019,25.129359457321442
Atherina boyeri,2020,2.1320969795398717
Atherina boyeri,2021,2.538272437624444
Atherina boyeri,2022,100
Atherina boyeri,2023,99.23522206974671
Atherina boyeri,2024,40.50808684727393
Atherina hepsetus,2013,0.8735392264194567
Atherina hepsetus,2014,6.39371305130111
Atherina hepsetus,2015,2.927998403507378
Atherina hepsetus,2016,3.095056477439994
Atherina hepsetus,2017,7.742899925529621
Atherina hepsetus,2018,6.396782055541143
Atherina hepsetus,2019,6.3013634525744795
Atherina hepsetus,2020,6.4624182244804675
Atherina hepsetus,2021,12.04104104139671
Atherina hepsetus,2022,100
Atherina hepsetus,2023,42.42048060335641
Atherina hepsetus,2024,9.965453637795882
Atherina presbyter,2013,4.839252573620347
Atherina presbyter,2014,2.38733215349138
Atherina presbyter,2015,1.0608758594244811
Atherina presbyter,2016,100
Atherina presbyter,2017,0
Atherina presbyter,2018,0
Atherina presbyter,2019,1.1634957116076805
Atherina presbyter,2020,0.19081370767699127
Atherina presbyter,2021,0.0768523137519718
Atherina presbyter,2022,1.5152850982054475
Atherina presbyter,2023,1.2920980360076872
Atherina presbyter,2024,1.800164868537728
Atherinomorus forskalii,2013,1.9886970615983763
Atherinomorus forskalii,2014,0
Atherinomorus forskalii,2015,0
Atherinomorus forskalii,2016,0
Atherinomorus forskalii,2017,28.9065727028
Atherinomorus forskalii,2018,0
Atherinomorus forskalii,2019,100
Atherinomorus forskalii,2020,0.8505470585624465
Atherinomorus forskalii,2021,2.736799811024776
Atherinomorus forskalii,2022,1.2257818130437466
